year|month|cost_type|value|cost_code|deputy_id
2019|2|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|6766673|204487
2019|7|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|6868105|204487
2019|7|COMBUSTÍVEIS E LUBRIFICANTES.|150.31|6881746|204487
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|80.98|7042540|204487
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|75.98|7042504|204487
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|75.98|7051168|204487
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|75.98|7061413|204487
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|75.98|7070754|204487
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|75.98|7075950|204487
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|115.13|7042545|204487
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|403.82|7042496|204487
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|155.75|7051159|204487
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|165.49|7061415|204487
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|168.45|7070749|204487
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|513.0|7075922|204487
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|373.3|7014698|204487
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2305.17|7042536|204487
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2305.17|7042512|204487
2021|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|572.0|7214160|204487
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|432.1|7178890|204487
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7209509|204487
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7212542|204487
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7186737|204487
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7152169|204487
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7160050|204487
2021|1|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7137363|204487
2021|3|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7170673|204487
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7214052|204487
2021|5|COMBUSTÍVEIS E LUBRIFICANTES.|266.18|7186746|204487
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7175713|204487
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|200.79|7152959|204487
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|156.05|7175714|204487
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7178881|204487
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|104.6|7077449|213762
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|104.6|7082627|213762
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|311.5|7077452|213762
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|247.05|7088622|213762
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|76.12|7121010|213762
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|186.5|7121469|213762
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|261.93|7147590|213762
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|261.93|7164391|213762
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7107404|213762
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7107422|213762
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7117658|213762
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7137353|213762
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6000.0|7082639|213762
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6000.0|7083559|213762
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6000.0|7095913|213762
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|124.73|7165818|213762
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|171.66|7164395|213762
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|82.28|7191410|213762
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7147359|213762
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7156857|213762
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7169610|213762
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7191993|213762
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2600.0|7207626|213762
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|880.0|7191389|213762
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|880.0|7147368|213762
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|880.0|7164137|213762
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|880.0|7176623|213762
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|880.0|7204557|213762
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1194.8|7154038|213762
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7216118|213762
2019|1|PASSAGEM AÉREA - REEMBOLSO|130.0|6786886|204507
2019|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6817122|204507
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6879371|204507
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6903398|204507
2019|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6970125|204507
2019|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6793824|204507
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6869571|204507
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6926843|204507
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6947570|204507
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6992376|204507
2019|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|7000641|204507
2019|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|6842015|204507
2019|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|24.95|6797430|204507
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|179.76|6852237|204507
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|151.09|6892377|204507
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7039618|204507
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3500.0|7065875|204507
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7074621|204507
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7085720|204507
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7098090|204507
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7107893|204507
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7122008|204507
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7133949|204507
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7143078|204507
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7048270|204507
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3700.0|7022512|204507
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3500.0|7056353|204507
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|78.8|7010171|204507
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|83.66|7032045|204507
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|101.28|7051481|204507
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3989.42|7157088|204507
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4500.0|7171242|204507
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4500.0|7181503|204507
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4500.0|7196074|204507
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4500.0|7210884|204507
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|239.08|7154052|204507
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|183.85|7166707|204507
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|124.03|7178582|204507
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|204.43|7196073|204507
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|178.3|7198967|204507
2021|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1872.2|7210896|204507
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1774.27|7143310|204507
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1774.27|7157056|204507
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1774.27|7171617|204507
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1774.27|7181682|204507
2019|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2258.69|6814268|204361
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.56|6851036|204361
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.56|6916066|204361
2019|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2153.5|6975144|204361
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.56|6869966|204361
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.56|6893756|204361
2019|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.56|6933968|204361
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.56|6965217|204361
2019|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1584.94|6799211|204361
2019|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2369.96|6799224|204361
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2367.0|6825870|204361
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|56.41|6933942|204361
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|132.55|6863818|204361
2019|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|194.69|6838288|204361
2019|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|59.45|6960943|204361
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1435.95|7063020|204361
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2538.54|7096671|204361
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2153.5|6995835|204361
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2538.54|7044479|204361
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2538.54|7081950|204361
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2358.54|7141616|204361
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2263.87|7017691|204361
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2483.36|7032914|204361
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1612.32|7063021|204361
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2538.0|7106898|204361
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2538.54|7118216|204361
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2075.43|7070597|204361
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|69.37|7017133|204361
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|263.45|7044461|204361
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|77.51|7141618|204361
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1867.41|7168415|204361
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2319.0|7141617|204361
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|184.55|7166288|204361
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|436.99|7166326|204361
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|400.0|7141626|204361
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|400.0|7166286|204361
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|400.0|7168419|204361
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|400.0|7183004|204361
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|400.0|7193802|204361
2021|3|COMBUSTÍVEIS E LUBRIFICANTES.|70.0|7183882|204361
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|210.02|7165823|204361
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|150.0|7157809|204361
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|191.0|7152518|204361
2021|3|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7168742|204361
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7183757|204361
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|587.31|6777499|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|259.71|6763346|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3116.07|6759432|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|740.0|6763330|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3216.49|6759510|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1484.08|6763365|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|530.0|6744858|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|50.0|6744870|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|138.5|6744866|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|175.0|6759380|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|221.86|6738128|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|232.4|6744358|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|204.93|6744375|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|243.88|6744339|178962
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|6738126|178962
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|204.36|7023762|178962
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|620.49|7031266|178962
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|517.17|7042236|178962
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|396.86|7051310|178962
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|102.12|7060541|178962
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|111.06|7070488|178962
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|96.53|7080299|178962
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|105.67|7090667|178962
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|114.43|7101579|178962
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|171.25|7112203|178962
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|238.22|7126674|178962
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|383.54|7137631|178962
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|442.8|7151198|178962
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|305.05|7024734|178962
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|489.65|7042181|178962
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|607.08|7160508|178962
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|380.68|7174708|178962
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|550.5|7187450|178962
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|390.09|7203873|178962
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|255.31|7160471|178962
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|156.7|7174735|178962
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|3589.83|7151214|178962
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4071.47|7164095|178962
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4352.72|7187464|178962
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4463.9|7174697|178962
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4594.67|7203948|178962
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|740.0|7151220|178962
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|740.0|7160502|178962
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|740.0|7174724|178962
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|740.0|7187474|178962
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4500.0|6761891|178993
2019|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2140.18|6743479|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|2401.16|6743488|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|126.08|6742209|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|200.03|6738754|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|180.19|6740697|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|138.26|6745976|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|145.04|6745968|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|6738934|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|799.97|6740380|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|220.02|6742324|178993
2019|1|COMBUSTÍVEIS E LUBRIFICANTES.|977.02|6738524|178993
2019|1|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.|3000.0|6767663|178993
2019|1|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.|1500.0|6767646|178993
2019|1|TELEFONIA|167.59|0|178993
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7023760|178993
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7023804|178993
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7059895|178993
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7041565|178993
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7066737|178993
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7099201|178993
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7111278|178993
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7049273|178993
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7080244|178993
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7088351|178993
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7122704|178993
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7136687|178993
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2018.64|7129343|178993
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2100.48|7094221|178993
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2120.03|7105235|178993
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7186080|178993
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7200767|178993
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7155954|178993
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7159504|178993
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|5800.0|7175578|178993
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2047.08|7142509|178993
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2100.03|7196574|178993
